citation_key,title,field,status,reason
borst1997,Construction of Engineering Ontologies for Knowledge Sharing and Reuse,url,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",doi,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",isbn,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",issn,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",volume,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",number,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",publisher,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",edition,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",booktitle,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",journal,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",institution,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",series,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",reportnumber,unresolved,Field absent from source and no authoritative exact match established.
boyd1991,"Realism, anti-foundationalism and the enthusiasm for natural kinds",url,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,doi,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,isbn,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,issn,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,volume,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,number,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,pages,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,publisher,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,edition,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,booktitle,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,journal,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,institution,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,series,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
bransford2000,How People Learn,url,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",doi,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",isbn,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",issn,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",volume,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",number,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",pages,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",publisher,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",edition,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",booktitle,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",journal,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",institution,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",series,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",reportnumber,unresolved,Field absent from source and no authoritative exact match established.
bratman1987,"Intention, Plans, and Practical Reason",url,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,doi,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,isbn,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,issn,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,volume,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,number,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,pages,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,publisher,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,edition,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,booktitle,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,journal,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,institution,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,series,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
brennan2001,Generalizability Theory,url,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,doi,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,isbn,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,issn,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,volume,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,number,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,pages,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,publisher,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,edition,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,booktitle,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,journal,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,institution,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,series,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
brooke1996,SUS: A quick and dirty usability scale,url,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,doi,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,isbn,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,issn,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,volume,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,number,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,publisher,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,edition,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,booktitle,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,journal,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,institution,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,series,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
bunke1997,On a relation between graph edit distance and maximum common subgraph,url,unresolved,Field absent from source and no authoritative exact match established.
campbell1959,Convergent and discriminant validation by the multitrait-multimethod matrix,doi,unresolved,Field absent from source and no authoritative exact match established.
campbell1959,Convergent and discriminant validation by the multitrait-multimethod matrix,isbn,unresolved,Field absent from source and no authoritative exact match established.
campbell1959,Convergent and discriminant validation by the multitrait-multimethod matrix,issn,unresolved,Field absent from source and no authoritative exact match established.
campbell1959,Convergent and discriminant validation by the multitrait-multimethod matrix,publisher,unresolved,Field absent from source and no authoritative exact match established.
campbell1959,Convergent and discriminant validation by the multitrait-multimethod matrix,edition,unresolved,Field absent from source and no authoritative exact match established.
campbell1959,Convergent and discriminant validation by the multitrait-multimethod matrix,booktitle,unresolved,Field absent from source and no authoritative exact match established.
campbell1959,Convergent and discriminant validation by the multitrait-multimethod matrix,journal,unresolved,Field absent from source and no authoritative exact match established.
campbell1959,Convergent and discriminant validation by the multitrait-multimethod matrix,institution,unresolved,Field absent from source and no authoritative exact match established.
campbell1959,Convergent and discriminant validation by the multitrait-multimethod matrix,series,unresolved,Field absent from source and no authoritative exact match established.
campbell1959,Convergent and discriminant validation by the multitrait-multimethod matrix,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
campbell1959,Convergent and discriminant validation by the multitrait-multimethod matrix,url,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,doi,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,isbn,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,issn,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,volume,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,number,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,pages,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,publisher,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,edition,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,booktitle,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,journal,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,institution,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,series,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
card1986,The Model Human Processor: A Model for Making Engineering Calculations of Human Performance,url,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,doi,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,isbn,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,issn,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,volume,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,number,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,pages,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,publisher,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,edition,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,booktitle,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,journal,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,institution,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,series,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
card1999,Readings in information visualization,url,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,doi,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,isbn,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,issn,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,volume,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,number,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,pages,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,publisher,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,edition,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,booktitle,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,journal,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,institution,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,series,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
card1983,The Psychology of Human-Computer Interaction,url,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,doi,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,isbn,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,issn,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,volume,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,number,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,pages,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,publisher,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,edition,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,booktitle,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,journal,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,institution,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,series,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
cartwright1983,How the laws of physics lie,url,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,doi,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,isbn,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,issn,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,volume,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,number,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,pages,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,publisher,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,edition,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,booktitle,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,journal,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,institution,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,series,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
cartwright1989,Nature's capacities and their measurement,url,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),doi,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),isbn,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),issn,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),volume,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),number,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),pages,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),publisher,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),edition,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),booktitle,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),journal,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),institution,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),series,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),reportnumber,unresolved,Field absent from source and no authoritative exact match established.
cassandras2008,Introduction to Discrete Event Systems (2nd ed.),url,unresolved,Field absent from source and no authoritative exact match established.
chemero2003,An outline of a theory of affordances,doi,unresolved,Field absent from source and no authoritative exact match established.
chemero2003,An outline of a theory of affordances,isbn,unresolved,Field absent from source and no authoritative exact match established.
chemero2003,An outline of a theory of affordances,issn,unresolved,Field absent from source and no authoritative exact match established.
chemero2003,An outline of a theory of affordances,publisher,unresolved,Field absent from source and no authoritative exact match established.
chemero2003,An outline of a theory of affordances,edition,unresolved,Field absent from source and no authoritative exact match established.
chemero2003,An outline of a theory of affordances,booktitle,unresolved,Field absent from source and no authoritative exact match established.
chemero2003,An outline of a theory of affordances,journal,unresolved,Field absent from source and no authoritative exact match established.
chemero2003,An outline of a theory of affordances,institution,unresolved,Field absent from source and no authoritative exact match established.
chemero2003,An outline of a theory of affordances,series,unresolved,Field absent from source and no authoritative exact match established.
chemero2003,An outline of a theory of affordances,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
chemero2003,An outline of a theory of affordances,url,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,doi,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,isbn,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,issn,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,volume,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,number,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,pages,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,publisher,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,edition,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,booktitle,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,journal,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,institution,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,series,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
chemero2009,Radical embodied cognitive science,url,unresolved,Field absent from source and no authoritative exact match established.
clark1998,The extended mind,doi,unresolved,Field absent from source and no authoritative exact match established.
clark1998,The extended mind,isbn,unresolved,Field absent from source and no authoritative exact match established.
clark1998,The extended mind,issn,unresolved,Field absent from source and no authoritative exact match established.
clark1998,The extended mind,publisher,unresolved,Field absent from source and no authoritative exact match established.
clark1998,The extended mind,edition,unresolved,Field absent from source and no authoritative exact match established.
clark1998,The extended mind,booktitle,unresolved,Field absent from source and no authoritative exact match established.
clark1998,The extended mind,journal,unresolved,Field absent from source and no authoritative exact match established.
clark1998,The extended mind,institution,unresolved,Field absent from source and no authoritative exact match established.
clark1998,The extended mind,series,unresolved,Field absent from source and no authoritative exact match established.
clark1998,The extended mind,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
clark1998,The extended mind,url,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,doi,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,isbn,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,issn,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,volume,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,number,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,pages,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,publisher,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,edition,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,booktitle,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,journal,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,institution,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,series,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
clark1996,Using language,url,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,doi,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,isbn,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,issn,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,volume,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,number,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,publisher,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,edition,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,booktitle,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,journal,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,institution,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,series,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
clark1991,Grounding in communication,url,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,doi,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,isbn,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,issn,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,volume,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,number,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,pages,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,publisher,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,edition,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,booktitle,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,journal,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,institution,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,series,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
clarke1999,Model Checking,url,unresolved,Field absent from source and no authoritative exact match established.
cleveland1984,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",doi,unresolved,Field absent from source and no authoritative exact match established.
cleveland1984,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",isbn,unresolved,Field absent from source and no authoritative exact match established.
cleveland1984,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",issn,unresolved,Field absent from source and no authoritative exact match established.
cleveland1984,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",publisher,unresolved,Field absent from source and no authoritative exact match established.
cleveland1984,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",edition,unresolved,Field absent from source and no authoritative exact match established.
cleveland1984,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",booktitle,unresolved,Field absent from source and no authoritative exact match established.
cleveland1984,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",journal,unresolved,Field absent from source and no authoritative exact match established.
cleveland1984,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",institution,unresolved,Field absent from source and no authoritative exact match established.
cleveland1984,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",series,unresolved,Field absent from source and no authoritative exact match established.
cleveland1984,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",reportnumber,unresolved,Field absent from source and no authoritative exact match established.
cleveland1984,"Graphical perception: Theory, experimentation, and application to the development of graphical methods",url,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,doi,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,isbn,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,issn,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,volume,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,number,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,publisher,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,edition,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,booktitle,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,journal,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,institution,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,series,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
codd1970,A relational model of data for large shared data banks,url,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,doi,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,isbn,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,issn,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,volume,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,number,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,publisher,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,edition,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,booktitle,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,journal,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,institution,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,series,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
cohen1990,Intention is choice with commitment,url,unresolved,Field absent from source and no authoritative exact match established.
cook1979,Quasi-Experimentation,doi,unresolved,Field absent from source and no authoritative exact match established.
cook1979,Quasi-Experimentation,isbn,unresolved,Field absent from source and no authoritative exact match established.
cook1979,Quasi-Experimentation,issn,unresolved,Field absent from source and no authoritative exact match established.
cook1979,Quasi-Experimentation,volume,unresolved,Field absent from source and no authoritative exact match established.
cook1979,Quasi-Experimentation,number,unresolved,Field absent from source and no authoritative exact match established.
cook1979,Quasi-Experimentation,pages,unresolved,Field absent from source and no authoritative exact match established.
cook1979,Quasi-Experimentation,publisher,unresolved,Field absent from source and no authoritative exact match established.
cook1979,Quasi-Experimentation,edition,unresolved,Field absent from source and no authoritative exact match established.
